,state,abstinence,abortionban_anomaly,abortionban_sex,substance_poli,year,pregnancyratelt15,pregnancyrate1519,pregnancyrate40plus,abortionratelt15,abortionrate1519,abortionrate40plus,birthratelt15,birthrate1519,birthrate40plus,abortionratiolt15,abortionratio1519,abortionratio40plus,pregnancieslt15,pregnancies1519,pregnancies40plus,abortionslt15,abortions1519,abortions40plus,birthslt15,births1519,births40plus,miscarriageslt15,miscarriages1519,miscarriages40plus,populationlt15,population1519,population40plus,population1544,abortionstotal,birthstotal,pregnancyratetotal,birthratetotal,abortionratetotal,abortionratiototal,miscarriagestotal,pregnanciestotal
486,NV,0,0,0,1,2011,4.2,61.9,23.9,1.4,16.9,9.8,2.2,36,11,638.4,470,889.7,70,5280,2240,20,1440,910,39,3073,1028,10,760,300,17714,85243,93653,547963,11960,35296,101.3,64.4,21.8,338.9,8260,55510
487,NV,0,0,0,1,2012,3.5,56.4,24.5,1,14.4,10.3,2,33.8,11,510.9,426.2,938.4,60,4780,2320,20,1220,980,35,2863,1040,,690,310,17612,84678,94908,551732,10750,34911,97.4,63.3,19.5,308.1,8060,53720
488,NV,0,0,0,1,2013,3.2,49.5,22.6,1.3,11.5,8,1.4,30.8,11.5,909.6,372.4,690.5,60,4190,2150,20,970,760,26,2604,1096,,620,290,17986,84671,95057,554943,9550,35030,94.7,63.1,17.2,272.6,7960,52540
489,NV,0,0,0,1,2014,2.6,47.9,18.4,0.7,12,4.2,1.4,28.9,11.5,520.1,416,362.5,50,4060,1750,10,1020,400,26,2448,1093,,590,260,18061,84758,94922,560597,10840,35861,98,64,19.3,302.2,8260,54960
490,NV,0,0,0,1,2015,2.1,45.5,19.8,1,11,4.9,0.9,27.8,12,1102.6,394.7,407.2,40,3870,1860,20,940,460,16,2369,1130,,570,270,18178,85100,94139,567219,10150,36298,96.5,64,17.9,279.6,8270,54720
491,NV,0,0,0,1,2016,2,40.2,19.8,0.9,10.2,4.4,0.9,24.2,12.5,995.3,420.2,350.1,40,3450,1840,20,870,410,16,2078,1160,,500,270,18070,85885,93042,573700,9460,36260,94,63.2,16.5,260.9,8200,53920
492,NV,0,0,0,1,2017,2.5,36.4,20.1,1,9,4.1,1.2,22,13,857,410.5,313.4,50,3150,1880,20,780,380,22,1906,1216,,460,280,18515,86466,93550,581844,9620,35756,91.9,61.5,16.5,269.1,8110,53490
493,NH,1,0,0,2,1988,6.1,88.1,7.6,4.7,44.5,2.5,,32.6,4,5997.7,1363.5,618.5,40,3500,300,30,1770,100,,1296,160,,440,40,6401,39727,39625,270800,5940,17364,101.1,64.1,21.9,342.1,4070,27370
494,NH,1,0,0,2,1992,5.9,61.5,9.2,3.8,21.8,2.5,1.4,31.3,5.4,2684.3,696.3,458.9,40,2090,410,30,740,110,10,1062,243,,290,60,7059,33935,44830,266242,4490,15990,90.6,60.1,16.9,280.8,3650,24130
495,NH,1,0,0,2,1996,4.5,57.2,11,3.2,21.2,3,,28.2,6.4,3724.6,751.8,472.2,40,2170,560,30,810,150,,1072,323,,290,80,8267,37967,50371,267450,4670,14520,84.4,54.3,17.5,321.6,3370,22560
496,NH,1,0,0,2,2000,2.4,46.8,12.2,1.7,17.2,2.8,,23.3,7.7,3944.3,739.1,361,20,2000,690,20,740,160,,995,430,,270,100,9074,42762,56067,269484,4020,14609,81.5,54.2,14.9,275.2,3320,21950
497,NH,1,0,0,2,2005,2,33.3,12,1.4,10.7,2.1,,18,8,3317.7,596.3,264.5,20,1580,690,10,510,120,,850,460,,220,100,9577,47345,57317,266657,3060,14420,77.5,54.1,11.5,212.2,3190,20670
498,NH,1,0,0,2,2006,2.3,33.3,12.6,,10.5,2.1,,18.1,8.6,,579.6,249.7,20,1590,700,,500,120,,865,478,,220,110,9354,47716,55742,264202,3030,14378,77.9,54.4,11.4,210.4,3180,20580
499,NH,1,0,0,2,2007,1.9,34.9,13.3,1.2,10.6,2.2,,19.3,9.1,2088.8,550.9,238,20,1670,720,10,510,120,,924,493,,240,110,8989,47853,54032,261089,2990,14168,77.7,54.3,11.5,211,3130,20290
500,NH,1,0,0,2,2008,1.4,33.3,12.4,,9.5,2.1,,19.1,8.4,,497.2,249.4,10,1580,650,,450,110,,902,438,,230,100,8889,47342,51922,257338,2860,13683,76,53.2,11.1,208.8,3020,19560
501,NH,1,0,0,2,2009,1.6,29.6,12.3,,9,2.4,,16.4,8.1,,546.7,293.9,10,1380,620,,420,120,,765,406,,190,90,8703,46557,50188,253121,2840,13377,75.8,52.8,11.2,212.7,2960,19180
502,NH,1,0,0,2,2010,1.5,28.1,12.8,,8.5,2.4,,15.7,8.4,,539.2,288.8,10,1290,620,,390,120,,722,411,,180,90,8518,45999,48740,249621,2830,12874,74.4,51.6,11.4,220.2,2860,18570
503,NH,1,0,0,2,2011,1.6,25.8,12.9,,8.6,2.2,,13.6,8.7,,632.7,254.1,10,1190,620,,400,110,,629,420,,170,90,8284,46280,48059,248114,2880,12851,74.9,51.8,11.6,223.7,2860,18580
504,NH,1,0,0,2,2012,1.6,24.8,11.7,,7.5,2.2,,13.8,7.7,,547.5,280.1,10,1130,550,,340,100,,629,363,,160,80,8170,45631,46966,246569,2610,12352,71.8,50.1,10.6,211.2,2730,17690
505,NH,1,0,0,2,2013,,22.2,12.7,,6.5,2,,12.5,8.7,,516.4,235.3,,990,570,,290,90,,560,394,,140,90,8015,44672,45332,245140,2340,12396,71.2,50.6,9.6,189,2710,17450
506,NH,1,0,0,2,2014,,20.2,11.9,,6.4,2.5,,11,7.7,,578.4,322.1,,890,520,,280,110,,484,332,,120,80,7924,44014,43381,244672,2530,12302,71.7,50.3,10.3,205.8,2710,17550
507,NH,1,0,0,2,2015,,19.3,13.5,,5.7,2.2,,10.9,9.3,,524.9,237,,830,560,,250,90,,468,383,,120,90,7862,43103,41373,243346,2480,12433,72.5,51.1,10.2,199.1,2730,17640
508,NH,1,0,0,2,2016,,17.5,12.5,,5.8,2.3,,9.2,8.3,,631.6,282.6,,740,490,,250,90,,392,324,,100,70,7813,42536,39170,243066,2410,12267,71.5,50.5,9.9,196.3,2690,17370
509,NH,1,0,0,2,2017,,15.9,13.3,,5.3,2.2,,8.4,9,,628,246.6,,670,500,,220,80,,353,342,,90,80,7846,42079,37976,243710,2330,12116,70.2,49.7,9.6,192.7,2660,17110
510,NJ,2,0,0,2,1988,20.6,108.2,11,13.2,57,4.5,5.1,37.9,5,2612.7,1505.3,904.9,960,29360,3100,610,15470,1280,235,10280,1414,110,3600,410,46386,271349,282425,1839870,66300,117764,116.4,64,36,563,30180,214250
511,NJ,2,0,0,2,1992,16.5,97.7,12.8,8.7,46.4,3.7,5.8,38.9,7.3,1506.5,1193.1,502.5,780,23270,3880,410,11050,1110,274,9262,2211,100,2960,550,47381,238125,303581,1817468,58420,119909,114.5,66,32.1,487.2,29820,208150
512,NJ,2,0,0,2,1996,13.4,96.8,16.7,7.7,49.6,5,4.1,35.2,9.3,1903,1411.3,544,690,23780,5460,400,12190,1650,210,8639,3035,80,2950,770,51624,245765,327615,1814247,64230,114306,114.5,63,35.4,561.9,29280,207820
513,NJ,2,0,0,2,2000,10.8,90.9,19.2,7.1,48,5.2,2.4,31.8,11.2,2970.5,1511.5,468.9,590,23150,6920,390,12220,1890,132,8087,4031,70,2840,1000,54841,254591,360275,1814676,66110,115632,116.5,63.7,36.4,571.7,29740,211480
514,NJ,2,0,0,2,2005,8.2,71,21.6,5.8,38.1,5.6,1.5,24.2,12.9,3906.7,1572,430.4,500,20140,7930,360,10810,2040,91,6874,4736,50,2460,1150,61194,283743,366754,1786210,60330,113776,113.6,63.7,33.8,530.3,28790,202890
515,NJ,2,0,0,2,2006,6.8,68.7,22.1,4.3,35.4,5.8,1.7,24.8,13.1,2552.3,1426.6,444.2,410,19830,7970,260,10210,2100,102,7159,4718,50,2450,1150,60077,288686,361238,1774669,58030,115020,113.7,64.8,32.7,504.6,28810,201860
516,NJ,2,0,0,2,2007,6.5,61.4,22.6,3.7,28.7,5.9,2,24.9,13.4,1826.8,1151,442.2,380,17890,8010,220,8350,2100,119,7255,4751,50,2290,1160,59104,291323,353824,1762512,55740,116063,113.8,65.9,31.6,480.3,28790,200590
517,NJ,2,0,0,2,2008,5.8,62.1,22.6,4,30.3,5.7,1.2,24,13.6,3370.5,1261.9,420.3,340,18140,7810,230,8840,1980,69,7008,4701,40,2290,1140,58321,292076,345210,1752652,54730,112710,111.5,64.3,31.2,485.6,28020,195460
518,NJ,2,0,0,2,2009,4.5,54,23.8,2.7,25,6.3,1.3,22,14,2116.4,1135.1,448,260,15690,8000,160,7270,2120,74,6408,4724,30,2010,1160,58370,290724,336276,1743799,51930,110331,108.7,63.3,29.8,470.7,27260,189520
519,NJ,2,0,0,2,2010,5.3,51.1,23.1,3.4,24.6,5.6,1.3,20,14.1,2611.6,1225.9,396.7,310,14760,7630,200,7100,1850,76,5793,4665,40,1870,1120,58067,288940,331006,1736414,49130,106922,105,61.6,28.3,459.5,26300,182350
520,NJ,2,0,0,2,2011,5.1,46.8,23.2,3.5,22.3,5.4,1,18.6,14.4,3397.3,1197.4,376,300,13490,7610,200,6420,1770,60,5358,4715,30,1710,1120,57760,288156,327614,1727749,46670,105883,103.3,61.3,27,440.8,25840,178390
521,NJ,2,0,0,2,2012,4.2,38.1,24.3,2.4,16.4,6.2,1.3,16.7,14.6,1938.4,980,426,240,10870,7820,140,4680,2000,72,4772,4684,30,1420,1140,57248,285170,321751,1717679,44680,104230,101.4,60.7,26,428.7,25310,174220
522,NJ,2,0,0,2,2013,4.1,36.1,22.9,2.9,16.5,5.3,0.8,14.9,14.2,3817.3,1112.2,371.2,230,10150,7190,160,4660,1660,43,4188,4470,30,1300,1060,56862,281456,313969,1709060,43340,102575,99.9,60,25.4,422.5,24850,170760
523,NJ,2,0,0,2,2014,2.9,31.9,25.3,1.7,14.6,6.6,0.9,13.2,15,1894.6,1100.4,438.4,170,8870,7710,100,4050,2010,51,3678,4583,20,1140,1120,57357,278148,304974,1699193,43990,103305,101.4,60.8,25.9,425.8,25060,172360
524,NJ,2,0,0,2,2015,2.8,32.3,26.1,1.9,16.1,6.3,0.6,12.2,16,3193.9,1316.7,392.1,160,8940,7700,110,4440,1850,33,3374,4722,20,1120,1130,56316,276500,295122,1689914,45680,103127,103,61,27,443,25190,174000
525,NJ,2,0,0,2,2016,2.9,31.4,27.1,2.1,16.3,6.7,0.5,11.2,16.4,4375.8,1465.9,406.4,160,8610,7730,120,4490,1910,27,3060,4694,20,1060,1130,55223,274381,285413,1679900,47370,102647,104.3,61.1,28.2,461.5,25270,175290
526,NJ,2,0,0,2,2017,2.3,28.9,28.4,1.6,14.9,6.9,0.5,10.4,17.4,3243.2,1434.5,395.7,130,7880,8000,90,4070,1940,27,2837,4890,10,970,1170,55485,272476,281357,1678678,47010,101250,103.2,60.3,28,464.3,24950,173210
527,NM,1,0,0,2,1988,11.7,124.6,11.7,4.4,34.3,3.9,5.7,72.4,6.2,764.5,473,622,130,7200,570,50,1980,190,63,4185,302,20,1030,80,10993,57773,48473,350227,8180,27015,118.3,77.1,23.4,302.8,6220,41420
528,NM,1,0,0,2,1992,12.9,128.2,12.5,4.6,29.6,3.6,6.5,79.7,7.1,697,370.7,503.3,160,7510,740,60,1730,210,80,4670,421,20,1110,110,12229,58588,59037,364342,7780,27922,115.5,76.6,21.4,278.6,6360,42060
529,NM,1,0,0,2,1996,12.5,108.8,12.2,5,22,2.9,5.8,70.5,7.6,857.5,312.4,377.4,180,7370,840,70,1490,200,84,4775,517,20,1100,120,14454,67757,68237,391002,6560,27228,102,69.6,16.8,240.9,6100,39890
530,NM,1,0,0,2,2000,10.2,102.7,12.8,3.4,21.9,3,5.4,65.5,7.9,633.2,334.6,378.6,150,7300,920,50,1560,220,78,4655,572,20,1090,140,14472,71066,72304,390954,6890,27223,102.9,69.6,17.6,253.1,6130,40250
531,NM,1,0,0,2,2005,9.9,92.8,14.4,2.5,17.6,3,5.9,61.2,9.2,415.3,287.6,329.8,150,6780,1030,40,1290,220,88,4471,658,20,1020,150,14800,73095,71557,395135,6690,28835,106.2,73,16.9,232,6440,41960
532,NM,1,0,0,2,2006,7.1,96,13.9,1.8,18.8,2.9,4.3,62.7,8.9,422.3,300.1,326.2,100,7080,970,30,1390,200,61,4628,621,10,1060,140,14337,73765,69764,396505,7020,29936,110.1,75.5,17.7,234.5,6690,43650
533,NM,1,0,0,2,2007,9.9,98.1,13.8,3.4,19.4,3,5.1,63.9,8.8,675.4,304,337.9,140,7240,930,50,1440,200,72,4720,594,20,1090,140,14174,73811,67484,397586,7350,30616,112.7,77,18.5,240.1,6860,44820
534,NM,1,0,0,2,2008,9.1,92.9,15.1,3.4,17.4,2.9,4.5,61.4,9.9,746.6,283.9,292.1,130,6870,980,50,1290,190,63,4540,644,20,1040,150,13968,73912,64964,396611,6730,30173,110,76.1,17,223.1,6710,43610
535,NM,1,0,0,2,2009,8.5,90.3,16.7,3.6,16.2,4.7,3.8,60.3,9.5,958.9,269.4,496.6,120,6640,1060,50,1200,300,52,4438,605,20,1010,150,13806,73571,63412,397211,6420,29000,105.4,73,16.2,221.4,6440,41860
536,NM,1,0,0,2,2010,6.9,80.3,15,2.6,15,3,3.3,53.2,9.8,792.4,282.4,311.7,100,5850,950,40,1090,190,46,3872,614,10,880,140,13783,72822,62974,399459,6110,27850,100.5,69.7,15.3,219.4,6180,40140
537,NM,1,0,0,2,2011,7.5,71.6,15.4,3.3,12.4,3.4,3.2,48.3,9.8,1034.3,256.9,345,100,5120,970,50,890,210,44,3452,617,10,780,140,13724,71464,63231,401678,5520,27289,96.7,67.9,13.8,202.4,6010,38820
538,NM,1,0,0,2,2012,6.6,68.4,13.7,1.9,11.1,2.3,3.7,46.8,9.3,517,238,244.6,90,4790,860,30,780,140,51,3275,587,10,730,130,13756,69973,62855,401901,4860,27068,94.1,67.3,12.1,179.4,5900,37820
539,NM,1,0,0,2,2013,4.8,61.4,12.9,1.8,9,2.2,2.3,43,8.8,761.4,208.4,250.7,70,4230,810,30,620,140,33,2959,547,,650,120,14049,68890,62483,402070,4190,26354,90.1,65.5,10.4,158.9,5690,36230
540,NM,1,0,0,2,2014,4.6,53.9,13,1.7,8.3,2,2.2,37.3,9.1,794,221.9,215.7,60,3670,790,20,560,120,31,2543,553,,570,120,14082,68134,61070,400151,4030,26052,89.2,65.1,10.1,154.6,5610,35690
541,NM,1,0,0,2,2015,3.5,50,13.2,1.6,8.3,2.4,1.4,34.1,8.7,1106.2,244,278,50,3410,790,20,570,150,20,2320,524,,520,120,13870,68099,59983,398812,4120,25816,89,64.7,10.3,159.5,5570,35510
542,NM,1,0,0,2,2016,3.7,44.7,14.1,1.8,8.3,2.4,1.5,29.6,9.5,1194.8,281.7,255.6,50,3050,830,20,570,140,20,2019,561,,460,130,13493,68262,58842,398120,4210,24692,86,62,10.6,170.3,5360,34260
543,NM,1,0,0,2,2017,3.1,41.4,14,1.5,7.2,2.3,1.2,27.9,9.5,1221.6,258.2,239.7,40,2810,820,20,490,130,17,1896,557,,430,120,13736,68038,58417,397131,3830,23767,82.4,59.8,9.6,161.1,5140,32730
544,NY,2,0,0,0,1988,19.9,112.8,14,12.8,59.3,5.3,4.9,39.6,6.8,2607.5,1496.3,783.5,2200,73840,8850,1410,38820,3360,540,25947,4292,250,9070,1190,110258,654524,630312,4328720,179830,280650,123.5,64.8,41.5,640.8,74110,534590
545,NY,2,0,0,0,1992,21.1,117.9,17,13,58.6,6.2,5.7,44.5,8.5,2294.7,1317.3,737.7,2390,67190,11780,1470,33410,4320,641,25363,5854,280,8410,1600,113220,569951,692481,4282372,191100,287887,129.8,67.2,44.6,663.8,76690,555670
546,NY,2,0,0,0,1996,15.7,103.2,18.4,9.8,50.3,5.9,4.1,39.9,9.9,2369.8,1259.4,599.7,1910,61730,13290,1190,30070,4290,502,23876,7149,220,7780,1860,121913,597971,722097,4230521,164080,263963,117.5,62.4,38.8,621.6,69200,497240
547,NY,2,0,0,0,2000,12.3,90.5,21.2,8.1,46,6.5,2.8,33.2,11.7,2873.3,1384.1,555.3,1550,56580,16350,1020,28770,5010,355,20783,9029,170,7030,2310,125802,625420,770921,4212574,161160,258737,115.8,61.4,38.3,622.9,67860,487760
548,NY,2,0,0,0,2005,9.9,75.4,23.9,6.9,40.5,7.2,2,25.7,13.4,3522.5,1578.8,536.6,1320,50120,18370,920,26950,5510,261,17068,10260,140,6110,2600,133357,665026,768261,4113153,152340,246351,112.6,59.9,37,618.4,64500,463200
549,NY,2,0,0,0,2006,8.8,74.3,23.7,6.1,39.2,6.7,1.7,26,13.6,3642.7,1511.4,490.4,1150,49930,17830,800,26360,5030,220,17442,10249,120,6120,2550,130724,671850,752639,4086717,148030,250104,113.3,61.2,36.2,591.9,64820,462950
550,NY,2,0,0,0,2007,8.6,72.7,24.5,6.2,37.6,6.8,1.5,26,14.2,4050.1,1445.3,476,1090,49160,18040,780,25470,4980,193,17621,10465,120,6070,2590,127035,676622,734997,4069080,144390,253451,113.8,62.3,35.5,569.7,65130,462970
551,NY,2,0,0,0,2008,9.1,71.7,25.6,6.2,37.4,7.3,2,25.5,14.7,3145.6,1464.7,495.9,1140,48600,18400,770,25320,5230,244,17289,10543,130,5990,2630,124349,677613,717856,4062354,149070,250383,114.3,61.6,36.7,595.4,64980,464440
552,NY,2,0,0,0,2009,8.6,68.1,26.4,6,35.5,7.3,1.7,24.2,15.4,3609.2,1465.6,473,1080,45850,18480,750,23900,5080,208,16306,10743,120,5650,2660,124523,673401,699158,4053936,144390,248110,112.6,61.2,35.6,581.9,64060,456560
553,NY,2,0,0,0,2010,8.1,63.3,26.7,5.7,32.7,7.3,1.5,22.8,15.6,3727.2,1434,464.9,980,42010,18470,690,21690,5020,185,15126,10795,110,5190,2660,121293,663578,690682,4045297,139700,244375,110.5,60.4,34.5,571.7,62850,446920
554,NY,2,0,0,0,2011,6.8,58.5,26.7,4.5,30.2,7.2,1.5,21.1,15.7,2978.1,1432,459.1,810,38070,18320,540,19640,4930,180,13718,10747,90,4710,2640,119226,651142,686340,4043580,136280,241312,108.7,59.7,33.7,564.8,61890,439490
555,NY,2,0,0,0,2012,6.2,52.3,27.3,4,26.1,7,1.5,19.7,16.3,2598.6,1326,431.5,730,33480,18410,470,16700,4740,179,12592,10991,80,4190,2670,117656,639604,675191,4036206,126630,240916,106.1,59.7,31.4,525.6,60850,428390
556,NY,2,0,0,0,2013,4.9,45.7,27.2,3.3,22.2,6.8,1.1,17.7,16.4,3076.1,1250,412.4,570,28650,17910,380,13910,4470,125,11128,10832,60,3620,2610,116170,627377,659521,4025614,116970,236980,102.6,58.9,29.1,493.6,59090,413040
557,NY,2,0,0,0,2014,4.3,42.1,27.7,3,20.6,7,0.9,16.2,16.6,3448.1,1270.3,423.3,510,25850,17720,350,12640,4500,102,9954,10641,60,3260,2580,117415,614741,640912,4007641,117580,238773,103.8,59.6,29.3,492.4,59510,415870
558,NY,2,0,0,0,2015,3.8,38.3,29.3,2.6,18.7,7.2,0.8,14.8,17.8,3125.8,1265.7,406.4,440,23230,18210,290,11340,4490,94,8961,11055,50,2930,2660,115004,606188,620659,3979520,113350,237274,102.9,59.6,28.5,477.7,58790,409410
559,NY,2,0,0,0,2016,3.5,35,30.2,2.3,17.2,7.4,0.8,13.4,18.4,3063,1287.7,399.9,390,20940,18140,260,10310,4420,86,8003,11062,40,2630,2650,112190,598792,600390,3948063,108350,234283,101.4,59.3,27.4,462.5,57690,400330
560,NY,2,0,0,0,2017,2.9,33,31,2,16.2,7,0.6,12.7,19.3,3294.6,1277.8,364.3,330,19490,18330,220,9560,4170,68,7480,11452,40,2450,2710,111788,590418,591913,3920091,103060,229737,99.2,58.6,26.3,448.6,56250,389050
561,NC,2,0,1,0,1988,23.4,121,5.8,11.8,43.6,2,8.7,60.9,3,1365.6,716.9,689.4,980,30360,1310,490,10950,460,362,15267,668,120,4150,180,41847,250874,225007,1573772,38120,97579,101,62,24.2,390.7,23330,159030
562,NC,2,0,1,0,1992,19.2,120,6.7,8.2,33.7,2,8.4,69.2,3.7,977.3,486.8,552.8,840,27170,1730,360,7620,530,371,15653,959,110,3890,240,44043,226289,260054,1630424,34000,103967,99.5,63.8,20.9,327,24190,162160
563,NC,2,0,1,0,1996,15.7,102.6,8.2,5.5,25.3,2.3,8,62.3,4.7,688.3,405.8,476.1,760,25180,2400,270,6210,660,389,15296,1394,100,3680,350,48528,245385,293790,1722070,31070,104470,92.6,60.7,18,297.4,24000,159540
564,NC,2,0,1,0,2000,13.1,94.7,10,4.8,22.2,2.3,6.5,58.6,6.2,742.2,378.7,365.4,680,24820,3210,250,5810,730,337,15353,2006,90,3650,470,52059,262133,322192,1784457,33620,120311,101.6,67.4,18.8,279.4,27420,181360
565,NC,2,0,1,0,2005,9.1,73.4,11.5,3.7,15.5,2.3,4.2,47,7.5,878.5,329.4,310.8,550,21770,3940,220,4590,800,255,13933,2558,70,3250,590,60484,296626,342062,1848482,29730,123096,97.6,66.6,16.1,241.5,27590,180420
566,NC,2,0,1,0,2006,8,74.5,11.9,2.6,15.3,2.3,4.2,48.1,7.8,621.7,317.6,298.6,480,22780,4060,160,4670,790,256,14701,2656,70,3410,610,60254,305573,340828,1876880,29970,127859,99.3,68.1,16,234.4,28570,186400
567,NC,2,0,1,0,2007,7.7,74.5,12.2,2.8,15.4,2.4,3.9,48,7.9,723,321.4,305.9,470,23430,4160,170,4850,830,237,15079,2709,60,3500,620,61256,314470,341490,1910018,30220,131037,99.7,68.6,15.8,230.6,29230,190490
568,NC,2,0,1,0,2008,7.4,72.4,12.4,2.5,14.3,1.9,3.9,47.3,8.5,640.5,302,228.4,450,23190,4200,150,4570,660,234,15136,2891,60,3480,640,60459,320300,339499,1933646,29000,130839,97.7,67.7,15,221.7,29070,188910
569,NC,2,0,1,0,2009,6.4,67.5,12.5,2.5,13.8,2.2,3,43.7,8.4,829.8,315.8,255.8,390,21810,4200,150,4450,720,184,14093,2834,50,3260,640,60869,322835,337147,1947046,28340,126845,94.2,65.1,14.6,223.4,28200,183390
570,NC,2,0,1,0,2010,5.7,59.4,13.1,2.3,12.2,2.4,2.7,38.3,8.7,838.6,317.4,274.6,350,19070,4460,140,3910,810,163,12309,2967,50,2850,670,60276,321163,339219,1952567,27670,122350,90.8,62.7,14.2,226.2,27240,177260
571,NC,2,0,1,0,2011,5.3,52.8,12.9,2.2,10.1,2.4,2.4,34.8,8.6,934.7,288.9,279.3,320,16800,4470,140,3200,830,145,11070,2965,40,2530,680,60917,317961,346462,1957920,25080,120389,87.9,61.5,12.8,208.3,26590,172050
572,NC,2,0,1,0,2012,4.4,48.9,12.9,1.7,9.7,2.5,2.1,31.8,8.5,803.7,304.8,288.9,280,15470,4520,110,3070,860,132,10077,2977,40,2320,680,62427,316599,349975,1965071,25960,119831,87.7,61,13.2,216.7,26560,172360
573,NC,2,0,1,0,2013,3.8,44.3,13.2,1.3,9.3,2.6,2,28.4,8.7,627.8,326.2,298.6,240,14060,4630,80,2940,910,128,9020,3032,30,2100,700,63599,317290,350225,1975393,26850,119002,87.2,60.2,13.6,225.6,26490,172340
574,NC,2,0,1,0,2014,3.4,40.1,13.9,1.3,8.1,2.6,1.6,26,9.2,802.3,313.3,286.2,220,12790,4810,90,2590,910,107,8280,3176,30,1920,730,65487,318800,346285,1983008,26410,120975,87.9,61,13.3,218.3,26840,174230
575,NC,2,0,1,0,2015,2.9,36.4,13.9,1,7.3,2.5,1.5,23.6,9.3,679.7,309.6,270.5,190,11770,4700,70,2370,850,98,7641,3138,30,1760,710,65322,323817,339181,1990141,24870,120843,86.6,60.7,12.5,205.8,26660,172360
576,NC,2,0,1,0,2016,2.5,32.9,14.4,1,6.2,2.3,1.1,21.7,9.9,895.3,287.9,229.6,160,10910,4740,70,2070,750,73,7190,3266,20,1650,730,63767,331950,329039,2005935,23320,120779,85,60.2,11.6,193,26490,170580
577,NC,2,0,1,0,2017,2.4,31.9,15.4,0.8,6.7,2.4,1.2,20.5,10.6,643.2,325.1,228.8,150,10660,5010,50,2230,790,79,6845,3453,20,1590,770,63998,334311,326372,2019737,25060,120125,85,59.5,12.4,208.6,26530,171720
578,ND,1,1,1,1,1988,2.4,59.4,5.6,,18.8,1.2,,32.3,3.6,,581.1,319.3,10,1410,100,,440,20,,764,66,,200,20,4491,23646,18142,144669,1510,10103,95.3,69.8,10.4,149.5,2170,13780
579,ND,1,1,1,1,1992,3.2,58.9,7.2,,13.3,1.2,,36.9,4.9,,361.7,240.6,10,1300,160,,290,30,,811,106,,190,20,4598,21993,21549,139040,1190,8811,85.5,63.4,8.6,135.1,1880,11880
580,ND,1,1,1,1,1996,2.3,49.7,6.5,,10.7,1.2,,31.6,4.3,,337.4,278.6,10,1250,160,,270,30,,793,108,,190,20,5106,25070,25207,140956,1050,8347,79.3,59.2,7.4,125.8,1770,11170
581,ND,1,1,1,1,2000,2.1,41.4,8.5,,7.9,1.1,,27.3,6.1,,287.9,182.1,10,1070,220,,200,30,,706,154,,160,30,4822,25892,25425,135120,940,7676,75.8,56.8,7,122.5,1630,10250
582,ND,1,1,1,1,2005,,40.7,8,,7.5,1.2,,27,5.5,,278.9,219.8,,1000,180,,180,30,,661,125,,150,30,4375,24500,22644,129494,890,8390,85.3,64.8,6.9,106.1,1770,11050
583,ND,1,1,1,1,2006,2.7,38.4,10.5,,6.4,0.9,,26.1,7.9,,245,118.1,10,930,230,,160,20,,633,170,,140,40,4117,24215,21537,128694,900,8621,88.1,67,7,104.2,1810,11330
584,ND,1,1,1,1,2007,3.4,42.5,9.7,,6.7,1.2,,29.2,7,,230.8,167.7,10,1010,200,,160,20,,696,145,,160,30,3991,23798,20645,128169,910,8840,90.6,69,7.1,102.9,1860,11610
585,ND,1,1,1,1,2008,3.1,42.5,11.3,,7.7,1.6,,28.3,8,,273.3,202,10,1000,220,,180,30,,666,155,,150,30,4027,23525,19447,127636,1010,8938,92.7,70,7.9,112.9,1890,11840
586,ND,1,1,1,1,2009,,42.2,11.1,,7.1,1.1,,28.7,8.2,,247.2,129.7,,980,210,,160,20,,663,155,,150,30,3920,23133,18796,128429,1000,9001,92.6,70.1,7.8,110.8,1900,11900
587,ND,1,1,1,1,2010,2.8,41.8,10.8,,6.6,1.6,,28.9,7.5,,227.2,206.3,10,960,200,,150,30,,659,140,,150,30,3933,22839,18546,129585,980,9104,92.6,70.3,7.6,107.8,1920,12000
588,ND,1,1,1,1,2011,3.8,40.3,12.7,,5.7,1.5,3,28.4,9.2,,199.6,166.8,20,920,240,,130,30,12,647,171,,140,40,3982,22788,18579,131759,940,9527,94.6,72.3,7.1,98.3,2000,12460
589,ND,1,1,1,1,2012,2.6,37.8,9.4,,5.4,1.4,,26.5,6.6,,202.1,214.4,10,860,180,,120,30,,603,122,,130,30,4085,22715,18615,135252,920,10106,97.1,74.7,6.8,90.6,2110,13130
590,ND,1,1,1,1,2013,3.1,34.1,11.5,,4.4,1.1,,24.4,8.5,,180.1,133.4,10,790,220,,100,20,,563,160,,120,30,4028,23074,18756,140286,900,10599,97.7,75.6,6.4,85,2210,13710
591,ND,1,1,1,1,2014,,34.2,12.5,,4.4,1.7,,24.4,8.8,,182.3,194.8,,790,230,,100,30,,564,165,,120,40,4124,23128,18701,143329,1020,11359,102.9,79.3,7.1,89.4,2370,14750
592,ND,1,1,1,1,2015,,31.6,13.1,,3.9,1.6,,22.7,9.4,,172.4,172.7,,730,250,,90,30,,527,177,,110,40,4154,23175,18819,146844,990,11314,99.9,77,6.7,87.5,2360,14670
593,ND,1,1,1,1,2016,,29.1,16.5,,4,1.1,,20.5,12.7,,195,88.1,,660,310,,90,20,,469,236,,100,50,4253,22824,18527,146414,960,11383,100.5,77.7,6.6,84.7,2370,14720
