,state,abstinence,abortionban_anomaly,abortionban_sex,substance_poli,year,pregnancyratelt15,pregnancyrate1519,pregnancyrate40plus,abortionratelt15,abortionrate1519,abortionrate40plus,birthratelt15,birthrate1519,birthrate40plus,abortionratiolt15,abortionratio1519,abortionratio40plus,pregnancieslt15,pregnancies1519,pregnancies40plus,abortionslt15,abortions1519,abortions40plus,birthslt15,births1519,births40plus,miscarriageslt15,miscarriages1519,miscarriages40plus,populationlt15,population1519,population40plus,population1544,abortionstotal,birthstotal,pregnancyratetotal,birthratetotal,abortionratetotal,abortionratiototal,miscarriagestotal,pregnanciestotal
801,UT,2,0,0,1,2009,3,42.2,15.5,1,4.9,1.8,1.6,30.7,11.3,648,157.8,156.8,60,4600,1140,20,530,130,33,3349,831,,720,180,20834,108952,73799,596032,3690,53887,115.3,90.4,6.2,68.5,11150,68720
802,UT,2,0,0,1,2010,2.5,38.1,16.5,0.9,4.1,2,1.3,28,11.9,687.8,146.2,167.1,50,4150,1250,20,450,150,27,3049,906,,650,200,21214,108843,76189,604166,3470,52258,110.1,86.5,5.7,66.4,10800,66530
803,UT,2,0,0,1,2011,2.1,33,15.2,0.8,4.1,1.7,1.1,23.8,11.1,755.3,172.4,150.8,50,3530,1210,20,440,130,23,2542,883,,550,190,21812,107006,79261,611630,3240,51223,106.3,83.7,5.3,63.3,10570,65030
804,UT,2,0,0,1,2012,1,32,15.9,,3.7,1.7,0.6,23.3,11.6,,157.1,150.2,20,3420,1300,,390,140,13,2494,951,,540,200,22284,106865,81670,619759,3210,51465,105.3,83,5.2,62.3,10610,65290
805,UT,2,0,0,1,2013,1.2,28.7,15.2,,3.5,1.5,0.7,20.8,11.3,,167.1,132.7,30,3120,1280,,380,130,15,2254,949,,490,200,23049,108559,84021,629393,3170,50957,102.7,81,5,62.3,10510,64640
806,UT,2,0,0,1,2014,1.3,27.1,15.7,,3.2,1.3,0.7,19.6,11.9,,161.9,109.4,30,2980,1350,,350,110,17,2163,1024,,470,220,23825,110104,85879,637395,2960,51154,101.4,80.3,4.6,57.9,10530,64640
807,UT,2,0,0,1,2015,0.8,24.8,16,,3.1,1.4,0.7,17.9,12,,171.2,118,20,2810,1410,,350,120,16,2021,1058,,440,220,23939,112965,87881,646783,3010,50778,99.3,78.5,4.6,59.2,10460,64240
808,UT,2,0,0,1,2016,0.9,22,16.6,,2.8,1.4,0.4,15.7,12.5,,176.9,114.7,20,2550,1510,,320,130,10,1829,1136,,400,240,24227,116161,90557,660765,3050,50464,96.7,76.4,4.6,60.5,10400,63910
809,UT,2,0,0,1,2017,1.1,21.5,16.6,0.6,3.1,1.2,,15.1,12.7,1943.3,203.7,96.7,30,2560,1570,20,370,120,,1801,1201,,400,250,25044,119032,94768,675399,3020,48585,91.2,71.9,4.5,62.2,10020,61620
810,VT,1,0,0,2,1988,3.5,80.8,8.6,,36.8,2.9,,33.6,4.5,,1097.9,634.6,10,1740,170,,790,60,,721,89,,220,20,3407,21489,19583,135385,2920,8111,95.6,59.9,21.6,360,1910,12950
811,VT,1,0,0,2,1992,5.3,71,9,3.4,25.7,2.3,,35.6,5.4,2488.1,721.2,419.6,20,1290,210,10,470,50,,649,126,,180,30,3681,18223,23289,134995,2160,7737,86.4,57.3,16,279.2,1760,11660
812,VT,1,0,0,2,1996,3.2,60.9,10,2.4,23.2,3,,29.5,5.6,5271.2,784.6,545.8,10,1240,260,10,470,80,,601,144,,170,40,4331,20343,25812,132964,2050,6767,78,50.9,15.4,302.9,1560,10380
813,VT,1,0,0,2,2000,,43.5,11.2,,14.1,2.4,,23.4,7.1,,600.8,345.6,,970,300,,310,70,,521,189,,140,40,4391,22263,26777,130415,1510,6500,72.5,49.8,11.6,232.3,1450,9460
814,VT,1,0,0,2,2005,3.4,37.8,12.5,,15.4,3,,17.4,7.7,,884.6,389.9,10,900,320,,360,80,,412,195,,120,50,4264,23687,25444,125327,1810,6295,76.2,50.2,14.4,287.5,1440,9550
815,VT,1,0,0,2,2006,,38.9,14.2,,13.7,2.7,,19.8,9.4,,691,286,,920,350,,320,70,,468,230,,130,50,4216,23597,24521,124152,1760,6511,78.6,52.4,14.2,271.1,1480,9750
816,VT,1,0,0,2,2007,2.7,39.3,12.7,,12.8,2.6,,21,8.1,,612.5,323,10,920,300,,300,60,,492,192,,130,40,3969,23455,23563,122445,1720,6513,79.3,53.2,14,264.1,1470,9710
817,VT,1,0,0,2,2008,,38.5,11.6,,12.8,2.8,,20.3,7.2,,629.7,384.6,,890,260,,300,60,,472,163,,120,40,3917,23196,22739,120761,1730,6339,78.8,52.5,14.3,273.1,1440,9510
818,VT,1,0,0,2,2009,2.8,32.2,15,,10.4,3.4,,17.3,9.4,,601.7,359.5,10,730,330,,240,70,,393,204,,100,50,3820,22699,21754,119265,1670,6110,76.9,51.2,14,273,1390,9170
819,VT,1,0,0,2,2010,2.9,31.8,14.5,,9.4,3.1,,17.9,9.2,,527.6,333.3,10,710,310,,210,70,,401,197,,100,50,3647,22438,21327,118199,1600,6223,78.1,52.6,13.6,257.9,1410,9230
820,VT,1,0,0,2,2011,,31.5,14.6,,10.5,3.2,,16.7,9.2,,628.6,347.2,,710,310,,240,70,,375,194,,100,50,3762,22508,21001,117534,1610,6078,77.1,51.7,13.7,264.4,1380,9060
821,VT,1,0,0,2,2012,,29.2,13,,8.8,3,,16.2,8.1,,542.9,368.4,,650,260,,200,60,,361,165,,90,40,3690,22224,20378,116607,1560,6009,76.6,51.5,13.4,259.9,1360,8930
822,VT,1,0,0,2,2013,,27.9,14.2,,9.5,2.2,,14.5,9.8,,656.1,228.2,,610,280,,210,40,,317,193,,80,40,3608,21852,19674,116201,1490,5975,75.8,51.4,12.8,249.2,1340,8810
823,VT,1,0,0,2,2014,,26,16,,8,3.2,,14.3,10.4,,559.3,307.6,,560,300,,170,60,,307,197,,80,50,3524,21459,18908,115438,1380,6130,76.9,53.1,12,225.4,1360,8880
824,VT,1,0,0,2,2015,,20.8,12.2,,6.3,2.3,,11.5,8,,551.3,291.4,,440,220,,140,40,,245,146,,60,30,3452,21283,18152,115124,1320,5903,74.2,51.3,11.5,224,1310,8540
825,VT,1,0,0,2,2016,,20,15.5,,7.1,3.1,,10.2,10,,699,311.4,,420,270,,150,50,,213,173,,60,40,3400,20948,17264,114193,1260,5756,72.6,50.4,11.1,219.3,1280,8300
826,VT,1,0,0,2,2017,,17.6,16.4,,5.1,2.7,,10,11.2,,505.2,237.8,,360,280,,100,50,,206,191,,50,40,3393,20591,17026,114293,1140,5655,70.3,49.5,9.9,201,1240,8040
827,VA,1,0,0,1,1988,18.1,103.7,9,9.5,44.6,2.9,6.4,45.5,4.9,1496.8,980.9,590.5,670,23230,1990,350,10000,640,235,10193,1077,80,3040,280,36973,224068,221925,1512867,40240,93127,103.1,61.6,26.6,432.1,22650,156020
828,VA,1,0,0,1,1992,15.9,100.6,10,7.5,35,2.9,6.4,51.7,5.7,1168.3,677.1,504.3,640,20350,2520,300,7090,720,256,10465,1434,80,2800,360,40000,202279,251910,1548705,38130,97198,102.4,62.8,24.6,392.3,23250,158580
829,VA,1,0,0,1,1996,11.3,87,11.3,4.6,29.6,2.8,5.2,45.4,6.8,887,652.4,406.9,510,19010,3110,210,6470,770,234,9912,1888,70,2630,450,44910,218564,275779,1574169,32450,92354,93.1,58.7,20.6,351.4,21720,146520
830,VA,1,0,0,1,2000,8.4,71.7,13.9,3.6,20.7,3.1,3.8,40.7,8.7,944.3,508.8,356.2,400,16950,4180,170,4900,930,179,9630,2624,50,2420,620,47543,236396,300723,1592555,30690,98938,95.7,62.1,19.3,310.2,22860,152480
831,VA,1,0,0,1,2005,5.8,59.7,16.5,2.6,17.6,3.3,2.5,33.6,10.7,1069.7,524.6,304.3,310,15600,5160,140,4610,1020,129,8778,3363,40,2220,770,52530,261454,313150,1632658,30590,104555,97.5,64,18.7,292.6,23970,159120
832,VA,1,0,0,1,2006,6.1,59.6,16.3,2.8,16.9,3.2,2.5,34.2,10.6,1120.6,493.8,306,310,15870,5030,140,4500,1000,129,9105,3272,40,2270,750,51341,266528,308921,1640269,31670,107817,100.1,65.7,19.3,293.7,24730,164220
833,VA,1,0,0,1,2007,5.9,59.6,16.5,2.8,16.9,3.6,2.4,34.2,10.4,1187.4,495.6,342.5,300,16060,5000,140,4560,1090,119,9200,3170,40,2300,740,50394,269203,303491,1642959,32750,108884,101.5,66.3,19.9,300.8,25050,166690
834,VA,1,0,0,1,2008,5.7,56,17.6,2.9,15.4,3.6,2.1,32.5,11.4,1377.6,472.1,311.1,290,15130,5230,140,4160,1060,105,8801,3393,40,2180,780,50280,270400,296497,1644350,31360,106686,98.8,64.9,19.1,293.9,24470,162520
835,VA,1,0,0,1,2009,5.4,52.8,17.6,2.6,14.8,3.6,2.1,30.4,11.4,1246.7,487.2,312,270,14280,5120,130,4010,1040,106,8228,3319,30,2050,770,50447,270590,290990,1648890,30950,105059,97.1,63.7,18.8,294.6,24110,160120
836,VA,1,0,0,1,2010,3.5,48.2,18.7,1.6,13.9,4.1,1.4,27.4,11.8,1155.1,506.9,344.9,180,12960,5390,80,3740,1180,71,7374,3412,20,1850,800,49738,269067,288473,1654430,30550,103002,95,62.3,18.5,296.5,23650,157200
837,VA,1,0,0,1,2011,3.3,43,18.5,1.7,12.4,3.6,1.1,24.5,12.1,1544,505,297,170,11450,5370,90,3290,1040,57,6524,3517,20,1630,810,50309,266541,289610,1660165,29160,102652,93.5,61.8,17.6,284.1,23450,155260
838,VA,1,0,0,1,2012,3.7,39.8,18.8,1.8,11.2,4,1.4,22.9,12,1295.9,490.8,335.7,180,10570,5430,90,2980,1160,70,6076,3459,20,1510,810,50117,265704,289300,1669302,29510,103013,93.5,61.7,17.7,286.5,23550,156080
839,VA,1,0,0,1,2013,2.3,35.8,18.8,1.4,10.6,3.7,0.7,20.1,12.2,1975.2,529.6,306.9,120,9450,5380,70,2810,1070,35,5300,3496,10,1340,810,50555,263873,286376,1674395,29860,102147,92.8,61,17.8,292.3,23420,155420
840,VA,1,0,0,1,2014,2.6,30.5,18.6,1,7.6,3.5,1.2,18.5,12.3,882,409.4,280.5,130,8020,5230,50,1990,970,61,4859,3466,20,1170,790,51742,262716,280920,1677323,24590,103300,90,61.6,14.7,238,23120,151010
841,VA,1,0,0,1,2015,2.1,28.7,18.8,0.9,7.4,3.1,0.9,17.1,12.9,1058.5,433.2,240.8,110,7560,5160,50,1950,850,45,4508,3524,10,1100,790,51759,262941,274092,1675830,23290,103303,89.3,61.6,13.9,225.4,22990,149580
842,VA,1,0,0,1,2016,2,26.1,19.9,0.9,6.7,3.5,0.9,15.5,13.4,1004.4,433.8,259.7,100,6900,5300,50,1780,930,45,4114,3570,10,1000,810,50980,264737,266122,1674892,21990,102460,87.8,61.2,13.1,214.6,22690,147140
843,VA,1,0,0,1,2017,1.9,24.6,19.4,0.9,5.9,3,0.8,15,13.4,1155.6,395.5,227.7,100,6520,5110,50,1580,800,40,3987,3526,10,960,790,51445,265449,263480,1678731,20290,100391,85.1,59.8,12.1,202.1,22110,142780
844,WA,2,0,0,1,1988,11.7,106.8,9.5,6.9,45.7,3.1,3.4,47.1,5.1,1999.2,970.7,600.7,330,17140,1600,190,7330,520,97,7556,858,40,2240,220,28206,160384,167261,1111566,30890,72503,108.8,65.2,27.8,426.1,17590,120980
845,WA,2,0,0,1,1992,11,107.3,12.1,6.4,41.9,3.7,3.4,51,6.7,1902,820.6,546.6,380,17460,2500,220,6810,760,115,8303,1386,40,2340,350,34282,162708,206488,1199631,33620,79450,110.3,66.2,28,423.2,19250,132320
846,WA,2,0,0,1,1996,8.8,86.5,12.8,4.2,28.9,3.3,3.5,45.6,7.6,1200.4,633,437.2,360,16320,3000,170,5450,780,142,8609,1784,50,2270,430,40621,188685,234843,1263247,26960,77945,97.5,61.7,21.3,345.9,18290,123190
847,WA,2,0,0,1,2000,6.6,75.1,14,3,25.8,3.5,2.8,39,8.5,1086,660.3,414.4,280,15660,3450,130,5370,860,118,8127,2081,40,2160,500,42654,208330,245648,1294163,26970,81036,98.1,62.6,20.8,332.8,18900,126910
848,WA,2,0,0,1,2005,5.5,59.2,15.5,2.9,19.9,3.4,1.9,31.1,9.8,1544,641.4,344.2,240,12850,3750,130,4330,820,84,6746,2378,30,1780,560,44450,217240,242849,1313489,23680,82703,95.4,63,18,286.3,18910,125290
849,WA,2,0,0,1,2006,4.5,60.5,16.9,2,19.9,3.5,1.9,32.2,10.9,1098.7,616,320.6,200,13350,4030,90,4380,830,82,7110,2594,30,1860,600,44143,220504,237789,1325781,24350,86876,98.8,65.5,18.4,280.3,19810,131040
850,WA,2,0,0,1,2007,5.2,62.6,17,2.5,20.6,3.5,2,33.3,11,1234.6,620.1,321.8,230,13980,3960,110,4610,820,89,7430,2550,30,1950,590,43645,223307,232742,1334091,25030,88978,100.7,66.7,18.8,281.3,20300,134310
851,WA,2,0,0,1,2008,5.1,60.7,18.2,2.5,19.4,3.7,1.9,32.8,11.7,1300.7,592.3,315.8,220,13680,4140,110,4380,840,82,7386,2673,30,1910,620,42577,225345,227666,1342888,24670,90321,100.9,67.3,18.4,273.2,20530,135520
852,WA,2,0,0,1,2009,3.8,55.9,18.9,2,17.7,3.8,1.3,30.4,12.3,1494.2,581.1,308.5,160,12630,4250,90,3990,850,57,6866,2764,20,1770,640,42860,225775,225607,1352302,23530,89313,98.4,66,17.4,263.4,20220,133050
853,WA,2,0,0,1,2010,3.6,49.8,18.3,1.9,15.9,3.7,1.3,26.9,11.8,1511.9,591.8,314.6,150,11110,4160,80,3550,850,54,6002,2693,20,1560,620,42687,223226,227944,1357940,22380,86539,94.6,63.7,16.5,258.6,19550,128460
854,WA,2,0,0,1,2011,3.3,46.7,18.7,1.8,14.8,3.8,1.1,25.3,12.1,1544.4,584,313.2,140,10190,4330,80,3230,880,49,5530,2803,20,1430,650,42899,218233,231802,1370430,21830,86976,93.7,63.5,15.9,251,19580,128380
855,WA,2,0,0,1,2012,3.1,42.1,17.9,1.6,12.9,3.4,1.1,23.3,11.8,1503.3,550.9,286.2,130,9060,4170,70,2760,790,46,5017,2751,20,1280,630,42914,215063,232332,1379470,20470,87463,92.4,63.4,14.8,234,19540,127470
856,WA,2,0,0,1,2013,2.3,36.9,18.3,1.2,11.2,3.2,0.8,20.5,12.3,1459.6,546.2,261.9,100,7900,4220,50,2400,740,35,4386,2835,10,1120,640,42846,213894,230490,1387198,19100,86577,90,62.4,13.8,220.7,19230,124910
857,WA,2,0,0,1,2014,2,34,18.2,0.9,10,3.2,0.8,19.2,12.2,1144,519.9,260.2,90,7250,4130,40,2130,720,35,4092,2782,10,1030,630,43823,213234,227360,1400788,19150,88585,90.9,63.2,13.7,216.2,19630,127370
858,WA,2,0,0,1,2015,1.8,31.6,19.3,0.9,9.5,3.3,0.7,17.6,13.1,1246,541.7,253.2,80,6780,4340,40,2040,740,31,3773,2933,10,960,660,43404,214389,224452,1418517,18340,88990,89.5,62.7,12.9,206.1,19630,126960
859,WA,2,0,0,1,2016,1.6,29.4,19.8,0.6,8.7,3.2,0.8,16.6,13.6,725.1,521.6,233.3,70,6360,4400,20,1870,700,34,3584,3021,,900,670,42967,216066,222589,1442783,17530,90505,88.6,62.7,12.1,193.7,19850,127890
860,WA,2,0,0,1,2017,1.5,26.6,19.7,0.8,8.1,3.1,0.5,14.7,13.6,1483.1,551.3,229,70,5760,4460,30,1760,700,23,3191,3069,,810,680,43964,216978,225734,1470999,17760,87562,84.7,59.5,12.1,202.8,19290,124610
861,WV,1,0,0,0,1988,10.1,78.3,4.2,3.9,16.8,1.1,4.8,49.9,2.5,819.5,336.8,459.9,130,5690,250,50,1220,70,63,3625,148,20,850,40,13093,72703,60126,411956,4800,21846,76.5,53,11.7,219.7,4850,31500
862,WV,1,0,0,0,1992,9.2,85.3,4.9,3.9,16.2,1.2,4.1,56.3,3,958.6,287.7,389.4,120,5700,350,50,1080,80,53,3758,212,20,860,50,13046,66792,70517,403549,4460,22170,78.1,54.9,11.1,201.2,4880,31510
863,WV,1,0,0,0,1996,7.8,74.4,4.8,3.4,12.5,0.9,3.3,50.5,3.1,1016,246.7,299.2,100,5030,350,40,840,70,42,3420,230,10,770,50,12559,67666,73345,395201,3400,20750,72.5,52.5,8.6,163.9,4490,28640
864,WV,1,0,0,0,2000,5.4,66.4,5.5,2.1,9.6,0.7,2.5,46.5,3.9,832.7,207,182.2,60,4050,400,20,590,50,29,2839,284,,630,60,11438,61058,72343,372674,2930,20865,75.8,56,7.9,140.4,4470,28260
865,WV,1,0,0,0,2005,3.1,59.9,7.2,,8.4,0.9,1.9,42.2,5.2,,199.7,175.2,40,3480,470,,490,60,22,2450,341,,540,70,11467,58066,65938,352245,2700,20836,79.4,59.2,7.7,129.6,4440,27970
866,WV,1,0,0,0,2006,3.5,61.3,7.2,1.4,7.5,1.2,1.7,44.2,5,822.4,169.5,236.7,40,3590,460,20,440,80,19,2589,318,,560,70,11502,58551,64139,349980,2880,20931,80.8,59.8,8.2,137.8,4470,28290
867,WV,1,0,0,0,2007,5.5,64.3,8.2,1.8,8.5,1,2.9,45.8,6,644.1,184.5,164.6,60,3810,520,20,500,60,31,2714,374,,590,80,10827,59212,62783,347854,3070,21994,85.6,63.2,8.8,139.6,4710,29770
868,WV,1,0,0,0,2008,3.9,64.7,7.6,,7.7,0.9,2.5,46.9,5.5,,165,169.6,40,3830,460,,460,60,26,2772,335,,600,70,10603,59154,61210,345247,2680,21501,83.3,62.3,7.8,124.8,4570,28750
869,WV,1,0,0,0,2009,4.3,67.6,7.2,1.7,8.9,1.1,2.1,48.2,5,788.2,184.1,218.2,50,3990,430,20,520,70,22,2845,302,,620,70,10457,58992,60137,343471,3070,21268,84.1,61.9,8.9,144.4,4560,28900
870,WV,1,0,0,0,2010,5,64.5,8.9,2.4,9.3,1.3,1.9,45.2,6.2,1236,207,216.3,50,3720,530,30,540,80,21,2608,368,,580,80,10788,57750,59724,341862,3460,20470,83,59.9,10.1,169,4440,28370
871,WV,1,0,0,0,2011,5.4,63.3,8.2,2,9.6,1.3,2.6,43.9,5.6,773.5,217.8,234.3,60,3540,490,20,540,80,28,2461,339,,550,80,10686,56010,60222,341241,3320,20717,83.5,60.7,9.7,160,4470,28510
872,WV,1,0,0,0,2012,4.1,59.6,7.5,1.2,6.3,1.2,2.4,43.9,5.1,490,143.1,232.1,40,3270,450,10,340,70,25,2407,310,,520,70,10573,54797,60200,339990,2800,20827,82.6,61.3,8.2,134.4,4450,28070
873,WV,1,0,0,0,2013,3.3,53.8,6.7,,5.1,1.2,2,40.2,4.5,,125.7,260.4,40,2910,400,,270,70,21,2178,271,,460,60,10721,54193,59718,338059,2280,20825,81.3,61.6,6.8,109.6,4390,27500
874,WV,1,0,0,0,2014,3.9,49.6,7.1,1.1,5.1,0.8,2.3,36.6,5.1,474.5,140.4,161.5,40,2670,420,10,280,50,25,1972,302,,420,70,10972,53845,58723,336120,2280,20301,79.9,60.4,6.8,112.3,4290,26870
875,WV,1,0,0,0,2015,2.2,43.2,8.3,,4.3,1.1,1,32.1,5.9,,133,187.7,20,2310,470,,230,60,10,1719,336,,370,70,10370,53592,57171,332377,2380,19805,79.4,59.6,7.2,120.4,4200,26390
876,WV,1,0,0,0,2016,2.9,40.4,7.5,,4.6,1.2,1.6,29.4,5.2,,157.9,231.4,30,2140,420,,250,70,17,1555,286,,340,60,10338,52930,55106,327549,2490,19079,78.2,58.2,7.6,130.3,4060,25630
877,WV,1,0,0,0,2017,1.5,37.1,9.2,,4.1,1.5,1,27.1,6.3,,152,245,20,1940,500,,220,80,10,1416,338,,300,80,10332,52176,54045,322277,2380,18675,77.7,57.9,7.4,127.3,3970,25030
878,WI,2,0,0,1,1988,9.6,77,7,4.2,28.3,1.6,4.2,38.3,4.4,987.7,738.5,371.1,300,13720,1070,130,5030,250,133,6817,666,40,1870,160,31555,178053,152005,1121027,18580,70817,94,63.2,16.6,262.4,16020,105420
879,WI,2,0,0,1,1992,9.4,73,7.5,3.6,20.6,1.5,4.6,42,4.9,790.2,491,308.6,330,12270,1390,130,3460,280,159,7050,900,40,1760,210,34877,167980,183687,1142143,16280,70670,89.9,61.9,14.3,230.4,15760,102710
880,WI,2,0,0,1,1996,7.1,61.6,8.8,2.5,15.7,1.8,3.6,36.9,5.7,695.3,426,312.4,280,11620,1820,100,2970,370,143,6965,1178,40,1690,270,39302,188799,207065,1168207,14980,67106,83,57.4,12.8,223.2,14920,97010
881,WI,2,0,0,1,2000,5.3,55.3,10.2,2.1,12,1.6,2.5,35.1,7,867.4,342,232.1,210,11000,2240,90,2390,360,99,6977,1540,30,1630,340,40149,198870,219350,1157478,12450,69326,83.7,59.9,10.8,179.6,15110,96890
882,WI,2,0,0,1,2005,4.3,46.1,10.8,1.5,9.4,1.7,2.2,29.7,7.5,703.5,317.7,220,170,9310,2360,60,1910,360,86,6011,1640,20,1390,360,39895,202198,218550,1135248,10920,70984,85.6,62.5,9.6,153.8,15290,97190
883,WI,2,0,0,1,2006,4.3,45.6,11.3,1.3,8.9,1.5,2.4,29.9,8,567.8,298.4,188.9,170,9190,2400,50,1800,320,92,6015,1706,20,1380,370,39090,201480,212085,1127297,10390,72340,87.1,64.2,9.2,143.7,15510,98240
884,WI,2,0,0,1,2007,4,46.3,11.5,1.4,8.2,1.5,2.1,31.1,8.1,685.5,262.4,189.8,160,9290,2360,50,1640,320,80,6243,1676,20,1410,370,38602,200688,205897,1119562,9870,72784,87.7,65,8.8,135.6,15540,98200
885,WI,2,0,0,1,2008,3.8,45.2,11.7,1.2,8.1,1.6,2,30.3,8.3,618.8,266.3,199,140,9020,2330,50,1610,330,76,6041,1642,20,1370,360,37890,199320,198644,1111400,9660,72261,87.6,65,8.7,133.6,15420,97330
886,WI,2,0,0,1,2009,3.7,43.7,11.8,1.5,7.6,1.5,1.6,29.4,8.5,949.3,258.1,175.2,140,8600,2270,60,1500,290,61,5798,1633,20,1310,360,37435,197064,192377,1103934,9420,70843,86.4,64.2,8.5,133,15110,95380
887,WI,2,0,0,1,2010,3.7,39.1,11.6,1.6,6.9,1.4,1.6,26.2,8.4,1056.7,264.5,168.3,130,7600,2180,60,1350,270,57,5100,1575,20,1150,340,36629,194476,187880,1096251,9140,68487,84.1,62.5,8.3,133.5,14610,92240
888,WI,2,0,0,1,2011,2.9,34.3,11.9,0.9,5.7,1.7,1.6,23.3,8.4,606,246.5,198.1,110,6630,2210,30,1110,310,57,4504,1557,10,1010,340,36753,193353,185768,1091587,8660,67810,83.3,62.1,7.9,127.7,14430,90900
889,WI,2,0,0,1,2012,2.4,31.7,12.4,1,5.1,1.7,1.1,21.8,8.8,882.3,232.6,192.9,90,6050,2260,40,970,310,41,4159,1597,10,930,350,36604,190945,181620,1088172,8080,67295,82.4,61.8,7.4,120.1,14270,89650
890,WI,2,0,0,1,2013,1.8,28.4,11.7,0.5,4.5,1.4,1.1,19.5,8.5,462,230,167,70,5360,2080,20,850,250,39,3692,1503,,820,330,36674,189089,177454,1087586,7510,66649,81.1,61.3,6.9,112.7,14080,88240
891,WI,2,0,0,1,2014,1.7,26.6,12.2,0.5,4.5,1.5,1,18,8.7,549,250.4,175.6,60,4980,2100,20,850,260,36,3378,1508,,760,330,37188,187624,172817,1086930,7430,67161,81.7,61.8,6.8,110.6,14180,88770
892,WI,2,0,0,1,2015,1.7,24.4,12.5,0.5,4.5,1.4,1,16.2,9.1,500.8,276.3,151.4,60,4570,2090,20,840,230,35,3040,1532,,690,330,36466,187268,167837,1084088,7360,67041,81.7,61.8,6.8,109.8,14140,88550
893,WI,2,0,0,1,2016,1.2,22.5,12.6,0.4,4,1.5,0.6,15,9.1,667.9,268.8,168.7,40,4200,2050,10,750,250,22,2808,1481,,640,320,35892,186860,162765,1081705,7310,66615,81.3,61.6,6.8,109.7,14050,87980
894,WI,2,0,0,1,2017,1.5,20.8,13.4,0.6,3.9,1.5,0.7,13.8,9.8,917.9,282,155.8,50,3870,2180,20,720,250,24,2564,1589,,590,340,35841,185927,162476,1083387,7540,64975,79.6,60,7,116,13750,86260
895,WY,0,0,0,2,1988,12.6,84.7,6,10.2,23.2,1.1,,49.3,4,8857.8,470.2,266.9,40,1470,90,40,400,20,,854,59,,210,10,3469,17306,14796,105049,1370,7162,96.2,68.2,13,191.3,1570,10100
896,WY,0,0,0,2,1992,3.5,81.1,6.5,,19.4,1.5,,49.8,4,,390.4,391.3,10,1430,120,,340,30,,878,72,,210,20,3829,17643,18182,105413,1390,6723,91,63.8,13.2,206.8,1480,9600
897,WY,0,0,0,2,1996,4.9,72.9,7.8,3.7,17.5,1.8,,44.7,4.8,5224.4,392.3,384.1,20,1470,170,20,350,40,,899,102,,220,20,4242,20114,21305,108551,1630,6286,86,57.9,15,259.3,1420,9340
898,WY,0,0,0,2,2000,6.6,78.5,10.3,4.9,25.9,3.7,,41.6,5.2,4838,622,703.7,30,1580,220,20,520,80,,840,110,,220,30,3934,20175,21090,104518,2090,6253,93.8,59.8,20,334.2,1460,9800
899,WY,0,0,0,2,2005,4.8,64.1,10.2,,11.7,2.4,,42.7,6.3,,273.6,371.6,20,1190,190,,220,40,,795,117,,180,30,3536,18617,18479,101425,1220,7239,98.9,71.4,12,168.5,1570,10030
900,WY,0,0,0,2,2006,4.9,67.7,11.6,,11.3,2.3,,46,7.6,,245.1,296.5,20,1250,200,,210,40,,850,134,,190,30,3522,18461,17607,101849,1200,7672,103.4,75.3,11.8,156.4,1650,10530
901,WY,0,0,0,2,2007,4,72.3,10.9,,11.3,2.3,,49.9,7,,227,331.4,10,1340,180,,210,40,,921,117,,210,30,3414,18468,16780,103196,1170,7893,104.3,76.5,11.3,148.2,1700,10760
902,WY,0,0,0,2,2008,,67.8,11.3,,9.9,2.1,,47.5,7.5,,208,276.6,,1260,190,,180,30,,879,123,,190,30,3451,18513,16377,104431,1060,8038,103.6,77,10.2,132.4,1710,10820
903,WY,0,0,0,2,2009,,61.8,12.6,,8.9,2.3,,43.4,8.4,,204.3,272,,1160,200,,170,40,,814,135,,180,30,3387,18773,16048,106406,1030,7881,99.5,74.1,9.7,130.5,1680,10590
904,WY,0,0,0,2,2010,,56.2,12.2,,8,2.3,,39.4,8.1,,204.1,283.1,,1030,190,,150,40,,723,129,,160,30,3389,18331,15970,106688,1010,7556,95.4,70.8,9.4,133.4,1610,10180
905,WY,0,0,0,2,2011,,52,11,,8.9,2.5,,35.2,6.9,,252.7,363.3,,920,180,,160,40,,625,111,,140,30,3542,17753,16113,106839,1060,7399,94,69.3,9.9,143.4,1590,10050
906,WY,0,0,0,2,2012,,49.7,11.6,,7.1,2.2,,34.9,7.6,,203.2,292.8,,890,190,,130,40,,622,124,,140,30,3522,17813,16306,108717,940,7572,93.1,69.6,8.7,124.3,1610,10120
907,WY,0,0,0,2,2013,,41.9,11.9,,5.5,1.8,,29.9,8.3,,182.3,217.1,,760,190,,100,30,,540,135,,120,30,3434,18044,16261,110156,820,7644,91.5,69.4,7.5,107.5,1610,10080
908,WY,0,0,0,2,2014,,43.2,11.1,,5.6,1.8,,30.8,7.6,,181.8,243,,760,180,,100,30,,545,122,,120,30,3604,17673,16099,109953,850,7696,92.5,70,7.7,110.5,1620,10170
909,WY,0,0,0,2,2015,,40.1,12.5,,5,1.9,,28.8,8.7,,174.4,213.1,,710,200,,90,30,,510,139,,110,30,3571,17693,15984,110164,810,7765,92.7,70.5,7.3,104.1,1630,10210
910,WY,0,0,0,2,2016,,36.7,13.1,,4.5,1.8,,26.5,9.3,,170.9,197.1,,640,210,,80,30,,463,147,,100,30,3523,17490,15839,109474,770,7386,88.7,67.5,7,103.7,1550,9710
